filename,content
00309.JPG,"a rectangular-shaped concrete column on the gravel ground, with surface falling off and damage at the corner of the concrete column"
00310.JPG,"an image of dark the concrete wall with area of  water erosion, the concrete wall surface visible rough texture, right side of the image two walls connect and a crack on the surface"
00311.JPG,"an image of the concrete wall with area of  water erosion, the concrete wall surface visible rough texture, right side of the image two walls connect and a crack on the surface"
00312.JPG,"on the top of the image a metal pipe horizontal run across the image, behind the metal pipe visible area of the concrete surface falling off, with visible the concrete wall surface rough texture"
00313.JPG,"a damage area of falling off on the concrete wall, with the concrete wall surface visible rough texture"
00314.JPG,"a rectangular-shaped concrete column with surface falling off, on the center of the column have a nameplate"
00315.JPG,"a rectangular-shaped concrete column with surface falling off, with a crack on the column horizontally"
00317.JPG,"a concrete wall with a rectangular shape nameplate on the upper left of the image and dust, words on the nameplate describe concrete wall damage types"
00318.JPG,"Large area of falling off damage on the concrete surface with uneven bump, with electric cable on the upper left of the image"
00319.JPG,an image of falling off damage on the concrete surface with a large area of efflorescence on the left side of the wall
00321.JPG,"an image with concrete wall surface falling off damage, with area around the damage appears dust, with an electrical box and cable pipe in front of the falling off area, the electric box fixed to the concrete wall with screw"
00322.JPG,"an image with concrete wall surface falling off damage, with an area around the damage appears dust, with wall-mounted electrical box with nameplate in the center of the box, with cable pipes vertical run across behind the electrical box , the electrical box fixed to the concrete wall by screw "
00323.JPG,"a concrete wall with visible cracks and rough texture, with the concrete wall surface falling off "
00324.JPG,"a part of the rectangular-shaped concrete column with visible surface falling off exposing the gravel and rebar covered with dust in the column, on the right of the image have area of efflorescence"
00325.JPG,"a dark concrete wall with cables running from the top to the bottom of the image, with white chalk marked damage area of the concrete wall surface and words describe the damage type"
00326.JPG,"a flashing light shinning on the concrete wall with repair patch vertically, with two pipes running horizontally across the concrete wall, on the concrete wall words marked with white and yellow chalk describe damage type and size, with a nameplate on the left bottom of the wall"
00327.JPG,"a flashing light shinning on the concrete wall with repaired patched vertically with words describe patches type and size next to the repaired patch, with cables running horizontally run across the concrete wall on the button and middle of the image, with multi wires horizontal run across the concrete wall"
00328.JPG,"A dark image of the concrete wall with area of efflorescence, and white chalk marked cracks damage position"
00329.JPG,"a dark image of the concrete wall with large areas of efflorescence, with a metal pipe vertical run across from top to bottom in front of the concrete wall"
00330.JPG,"a dark image of the concrete wall with large areas of efflorescence, with a metal pipe vertical run across from top to bottom in front of the concrete wall"
00331.JPG,"a concrete wall in the dark area with vertically drawn line with white chalk and some words, with cable running on the concrete wall horizontally "
00333.JPG,a concrete wall with multi repaired patches with cable pipes and multi wires running horizontally across the concrete wall
00334.JPG,"a concrete wall with repaired patches with metal pipes and cables running horizontally across the concrete wall, with some white nameplates on the concrete wall, with rectangular-shape box covered with dust on the bottom of the image"
00335.JPG,a concrete wall with multi cables running across the concrete wall horizontally with white chalk marked crack damage position
00336.JPG,"a concrete wall with large area of water erosion and efflorescence, with cable pipe running horizontally on the upper of the image, with white chalk marks on the center of the concrete wall for check crack position"
00337.JPG,"an image of concrete wall with water erosion, with visible cracks, with a yellow chalk marks outlined in a rectangular shape with words describe the damage size and type on the wall, with cable pipe run horizontally on the bottom of the wall"
00338.JPG,"a image of cracks on the dark concrete wall, with white chalk marked cracks position and size"
00339.JPG,"a dark concrete wall with flashing light shinning on the right upper side, a repaired patch on the left middle of the image, with yellow chalk marked the concrete wall surface damage and type,"
00340.JPG,"an image of a damaged concrete wall with exposed rebar and the concrete wall surface falling off around the exposed rebar, around the damage area yellow chalk is marked in a rectangular shape with words describe the damage size and type on the bottom of the concrete wall"
00341.JPG,"an image of a concrete wall with rough patches with white and yellow chalk marked vertically on the concrete wall with some letter written next to the vertically marked chalk, with some bundle of cable on the bottom of the image"
00342.JPG,an image of a concrete wall with a small area of water erosion with white chalk marked horizontally
00343.JPG,"an image of a concrete wall with rough patches and repaired patches vertically with white nameplated on the repaired patches, with bundle of cables running horizontally on the concrete wall"
00345.JPG,a concrete wall with black red blue white green cable running across the concrete wall horizontally with white chalk drawn vertically
00346.JPG,"a concrete wall with water erosion and efflorescence, around the efflorescence on the center of the image with chalk is marked very faintly in a rectangular shape "
00347.JPG,"a concrete wall with water erosion and efflorescence, around the efflorescence on the center of the image with chalk is marked very faintly in a rectangular shape, on the upper right of the image there is ladder-like metal frame"
00348.JPG,"concrete wall with visible discoloration and water erosion, with small round hole presented on the surface, along with rusty streaks running down from a crack, indicating possible water leakage or corrosion"
00350.JPG,a concrete wall with large area of efflorescence and large vertical cracks repaired running from top to bottom
00351.JPG,a concrete wall with large area of efflorescence and large vertical cracks repaired running from top to bottom
00352.JPG,a flashing light shinning on the concrete wall with large area of efflorescence and large vertical cracked repaired running from top to bottom
00353.JPG,"a concrete wall with large area of efflorescence and large vertical cracks repaired running from top to bottom, next to the repaired patches there is visible cracks on the concrete wall, on the top of the image white and green cable is running horizontally"
00354.JPG,"a concrete wall with large area of efflorescence and large vertical cracks repaired running from top to bottom, next to the repaired patches there is visible cracks on the concrete wall, on the top of the image white and green cable is running horizontally"
00355.JPG,"a concrete wall with large area of efflorescence and large vertical cracks repaired running from top to bottom, next to the repaired patches there is visible cracks on the concrete wall, on the top of the image white and green cable is running horizontally"
00356.JPG,"an image of dark, rough surface with a rusted area in the center corroded and damaged around the damaged part, semi-circular if marked with yellow chalk surrounding the damaged part, with a pipe running horizontally on the top of the image"
00357.JPG,"The image of a dark, textured concrete surface with a series of faint lines and small, irregular spots scattered throughout"
00358.JPG,"an image of concrete wall with rough patches with a cable running horizontally across the concrete wall, with partially covered with a blue marking"
00359.JPG,a concrete wall with visible crack and yellow chalk marked vertically on the concrete wall
00360.JPG,"a large area of efflorescence on the center of the concrete wall from top to the bottom of the concrete wall, with letter written with white chalk and white nameplate on the concrete wall, with a pipe running horizontally on the bottom of the image"
00361.JPG,"a concrete wall with small area of water erosion with yellow chalk marked vertically on the concrete wall with some letter written on it, and a pipe and cable running horizontally on the concrete wall"
00362.JPG,"a concrete wall with water erosion on the top of the image with yellow and white chalk marked vertically on the concrete wall with some letter written next to it, with pipe and cable  running horizontally on the concrete wall, with metal bracket on the left side of the concrete wall"
00363.JPG,a efflorescence on the center of the concrete wall with a white nameplate on the efflorescence concrete wall
00364.JPG,"a concrete wall with water erosion and efflorescence,  rectangular shape is marked with white chalk around the efflorescence wall. Next to the marked area some letter is written with white chalk "
00365.JPG,"an image of concrete wall, rectangular shape is marked with white chalk around the efflorescence area. Next to the marked area some letter is written with white chalk "
00366.JPG,"an image of a pipe running horizontally on the concrete wall, with some white nameplate and white and yellow chalk marked on the concrete wall. On the bottom of the image a brick stacked"
00367.JPG,a small area of efflorescence with some visible crack on the concrete wall
00368.JPG,"a small concrete wall repaired is cracked again, with the area of crack is marked with white chalk in rectangular shape"
00369.JPG,black red blue white green cable is running horizontally on the concrete wall
00371.JPG,"on the top of the image there are black red blue white green cable horizontally with a repaired concrete on the concrete wall, with white nameplate on the bottom of the image"
00372.JPG,a small area of efflorescence with some visible crack horizontally on the concrete wall
00373.JPG,"a large area of efflorescence on the center of the concrete wall from top to the bottom of the concrete wall, with white nameplate on the efflorescenced concrete wall , with a pipe and cable running horizontally on the bottom of the image"
00374.JPG,"a large area of water erosion with visible crack and pilled concrete, with blue white green cable running horizontally on the concrete wall"
00375.JPG,"an image of concrete wall, with yellow chalk marked vertically on the concrete wall, with white nameplate on the right side of the image, with cable and pipe running horizontally on the concrete wall"
00377.JPG,a small area of efflorescence on the concrete wall
00378.JPG,"an image of concrete wall, with yellow chalk marked vertically on the concrete wall, with some letter written next to it, with cable and pipe running horizontally on the concrete wall. A cable and pipe is supported by rectangular shaped bracket"
00379.JPG,"an image of concrete wall, with yellow chalk marked vertically on the concrete wall, with some letter written next to it, with cable and pipe running horizontally on the concrete wall. A cable and pipe is supported by rectangular shaped bracket"
00380.JPG,"an image of small area repaired concrete wall, with yellow chalk marked vertically on the concrete wall, with a white nameplate on the left of the image, with cable running horizontally on the concrete wall. A cable is supported by rectangular shaped bracket"
00382.JPG,"an image of concrete wall, with yellow chalk marked vertically on the concrete wall, with some letter written next to it, with cable and pipe running horizontally on the concrete wall. A cable and pipe is supported by rectangular shaped bracket"
00384.JPG,"an image of a repaired concrete wall on the center of the image with yellow chalk marked on the repaired part, with cable and pipe running horizontally on the concrete wall connected with rectangular bracket"
00385.JPG,a large area of efflorescence on the concrete with visible crack running horizontally on the concrete wall
00386.JPG,"a concrete wall with repaired vertically on the center of the concrete wall, with visible crack on the left middle of the image, with white nameplate on the under right of the image"
00387.JPG,a image of a concrete wall with visible crack horizontally on the bottom of the image 
00388.JPG,a small area of efflorescence and crack on the concrete wall with multi cables run horizontally on the concrete wall
00389.JPG,"a image of a damage concrete wall with visible crack, around the damaged area rectangular shaped is marked with white chalk"
00390.JPG,"an image of water erosion with small area of efflorescence, with semi-circle shaped is marked with white chalk are the efflorescence"
00391.JPG,"a large area of water erosion and efflorescence with visible crack on the large area of concrete wall, with white chalk marked vertically, horizontally on the concrete wall"
00392.JPG,a efflorescence on the center of the concrete wall with 90-degree elbow connected to the concrete wall
00394.JPG,"an image of concrete wall, with yellow chalk marked vertically on the concrete wall, with some letter written next to it, with white nameplate on the left side of the image, with cable running horizontally on the concrete wall, with a repaired concrete on the left bottom of the concrete wall"
